,index,file_name,age_min,age_max
1839,1946,002213.jpg,54.0,62.0
1840,1947,002725.jpg,12.0,18.0
1841,1948,005757.jpg,25.0,33.0
1842,1949,002007.jpg,12.0,18.0
1843,1950,004952.jpg,33.0,41.0
1844,1951,004637.jpg,24.0,32.0
1845,1952,000617.jpg,33.0,41.0
1846,1953,001499.jpg,28.0,36.0
1847,1954,006610.jpg,1.0,7.0
1848,1955,003668.jpg,63.0,71.0
1849,1956,007072.jpg,33.0,41.0
1850,1957,006651.jpg,30.0,38.0
1851,1958,002100.jpg,46.0,54.0
1852,1959,002589.jpg,30.0,38.0
1853,1960,000589.jpg,13.0,19.0
1854,1961,000747.jpg,19.0,27.0
1855,1962,000410.jpg,22.0,30.0
1856,1963,003203.jpg,30.0,38.0
1857,1966,005286.jpg,30.0,38.0
1858,1967,005744.jpg,25.0,33.0
1859,1968,006314.jpg,18.0,22.0
1860,1969,001131.jpg,3.0,9.0
1861,1970,002703.jpg,21.0,29.0
1862,1971,003488.jpg,49.0,57.0
1863,1973,006852.jpg,12.0,18.0
1864,1974,005589.jpg,49.0,57.0
1865,1975,003808.jpg,39.0,47.0
1866,1976,004724.jpg,22.0,30.0
1867,1977,000266.jpg,14.0,22.0
1868,1978,002125.jpg,18.0,22.0
1869,1979,000748.jpg,42.0,50.0
1870,1980,006537.jpg,27.0,35.0
1871,1981,006355.jpg,67.0,75.0
1872,1982,000292.jpg,25.0,33.0
1873,1983,004380.jpg,14.0,22.0
1874,1984,001574.jpg,24.0,32.0
1875,1985,003624.jpg,48.0,56.0
1876,1986,002868.jpg,36.0,44.0
1877,1987,005227.jpg,13.0,21.0
1878,1988,001034.jpg,33.0,41.0
1879,1989,004959.jpg,70.0,78.0
1880,1990,006562.jpg,52.0,60.0
1881,1991,002785.jpg,42.0,50.0
1882,1992,006413.jpg,61.0,69.0
1883,1994,005755.jpg,23.0,31.0
1884,1995,006937.jpg,28.0,36.0
1885,1996,004309.jpg,19.0,27.0
1886,1997,004816.jpg,42.0,50.0
1887,1998,003927.jpg,24.0,32.0
1888,1999,007139.jpg,56.0,64.0
1889,2000,004745.jpg,26.0,34.0
1890,2001,007322.jpg,33.0,41.0
1891,2002,001778.jpg,21.0,29.0
1892,2003,004582.jpg,22.0,30.0
1893,2004,003591.jpg,21.0,29.0
1894,2005,004162.jpg,29.0,37.0
1895,2006,000808.jpg,21.0,29.0
1896,2007,006942.jpg,40.0,48.0
1897,2008,004456.jpg,13.0,19.0
1898,2009,000714.jpg,18.0,22.0
1899,2010,001643.jpg,22.0,30.0
1900,2011,006845.jpg,71.0,79.0
1901,2012,007203.jpg,38.0,46.0
1902,2013,001557.jpg,42.0,50.0
1903,2014,003035.jpg,19.0,23.0
1904,2015,005302.jpg,60.0,68.0
1905,2016,006678.jpg,42.0,50.0
1906,2017,002951.jpg,44.0,52.0
1907,2018,003104.jpg,22.0,30.0
1908,2019,002265.jpg,16.0,22.0
1909,2020,000659.jpg,1.0,5.0
1910,2021,000770.jpg,12.0,18.0
1911,2022,001911.jpg,27.0,35.0
1912,2023,007556.jpg,35.0,43.0
1913,2024,001830.jpg,14.0,22.0
1914,2025,003121.jpg,31.0,39.0
1915,2026,006169.jpg,67.0,75.0
1916,2027,004823.jpg,0.0,4.0
1917,2028,006436.jpg,31.0,39.0
1918,2030,005319.jpg,46.0,54.0
1919,2031,000144.jpg,20.0,28.0
1920,2032,001679.jpg,50.0,58.0
1921,2033,005443.jpg,13.0,21.0
1922,2034,006954.jpg,22.0,30.0
1923,2035,005811.jpg,24.0,32.0
1924,2036,002973.jpg,34.0,42.0
1925,2037,005862.jpg,28.0,36.0
1926,2038,001155.jpg,24.0,32.0
1927,2039,004211.jpg,23.0,31.0
1928,2040,002631.jpg,19.0,27.0
1929,2041,004445.jpg,13.0,21.0
1930,2042,005558.jpg,54.0,62.0
1931,2043,000357.jpg,1.0,5.0
1932,2044,000381.jpg,33.0,41.0
1933,2045,001520.jpg,39.0,47.0
1934,2046,002031.jpg,51.0,59.0
1935,2047,003057.jpg,31.0,39.0
1936,2048,002581.jpg,43.0,51.0
1937,2050,004775.jpg,60.0,68.0
1938,2051,002961.jpg,31.0,39.0
1939,2052,007142.jpg,3.0,9.0
1940,2053,003015.jpg,22.0,30.0
1941,2054,006578.jpg,0.0,3.0
1942,2055,006392.jpg,43.0,51.0
1943,2056,003175.jpg,22.0,30.0
1944,2057,000741.jpg,19.0,23.0
1945,2058,000816.jpg,39.0,47.0
1946,2059,003751.jpg,19.0,27.0
1947,2060,005049.jpg,47.0,55.0
1948,2061,007284.jpg,19.0,25.0
1949,2062,002409.jpg,18.0,22.0
1950,2063,006030.jpg,19.0,27.0
1951,2064,002577.jpg,29.0,37.0
1952,2065,006061.jpg,23.0,31.0
1953,2066,000970.jpg,22.0,30.0
1954,2067,000485.jpg,23.0,31.0
1955,2068,003854.jpg,20.0,28.0
1956,2070,000780.jpg,1.0,7.0
1957,2071,000946.jpg,18.0,22.0
1958,2072,003626.jpg,24.0,32.0
1959,2073,005724.jpg,36.0,44.0
1960,2074,006248.jpg,13.0,21.0
1961,2075,006646.jpg,20.0,28.0
1962,2076,001187.jpg,19.0,27.0
1963,2078,006150.jpg,60.0,68.0
1964,2079,000447.jpg,13.0,21.0
1965,2080,004111.jpg,23.0,31.0
1966,2081,004366.jpg,11.0,17.0
1967,2082,004127.jpg,0.0,3.0
1968,2083,003385.jpg,30.0,38.0
1969,2084,001092.jpg,19.0,27.0
1970,2085,007580.jpg,30.0,38.0
1971,2086,000432.jpg,29.0,37.0
1972,2087,002341.jpg,33.0,41.0
1973,2088,006393.jpg,22.0,30.0
1974,2089,003198.jpg,24.0,32.0
1975,2090,005451.jpg,36.0,44.0
1976,2091,002895.jpg,22.0,30.0
1977,2092,002997.jpg,60.0,68.0
1978,2093,001605.jpg,27.0,35.0
1979,2094,001465.jpg,3.0,7.0
1980,2095,005086.jpg,16.0,22.0
1981,2097,005601.jpg,18.0,22.0
1982,2098,002536.jpg,16.0,22.0
1983,2099,001391.jpg,33.0,41.0
1984,2100,007239.jpg,32.0,40.0
1985,2102,001383.jpg,37.0,45.0
1986,2103,004089.jpg,21.0,29.0
1987,2104,006798.jpg,59.0,67.0
1988,2105,003334.jpg,24.0,32.0
1989,2106,001426.jpg,32.0,40.0
1990,2107,006859.jpg,3.0,7.0
1991,2108,004149.jpg,28.0,36.0
1992,2109,003236.jpg,18.0,22.0
1993,2110,004055.jpg,26.0,34.0
1994,2111,001027.jpg,19.0,25.0
1995,2112,007418.jpg,46.0,54.0
1996,2113,006806.jpg,31.0,39.0
1997,2114,000321.jpg,22.0,30.0
1998,2115,006000.jpg,57.0,65.0
1999,2116,001192.jpg,24.0,32.0
2000,2117,001115.jpg,13.0,21.0
2001,2118,001631.jpg,23.0,31.0
2002,2119,003288.jpg,19.0,27.0
2003,2120,006186.jpg,31.0,39.0
2004,2121,004098.jpg,19.0,25.0
2005,2122,001378.jpg,24.0,32.0
2006,2123,007023.jpg,27.0,35.0
2007,2124,002648.jpg,19.0,25.0
2008,2125,006429.jpg,47.0,55.0
2009,2126,004667.jpg,3.0,7.0
2010,2127,007209.jpg,27.0,35.0
2011,2128,000223.jpg,14.0,22.0
2012,2129,004383.jpg,27.0,35.0
2013,2130,006038.jpg,13.0,21.0
2014,2131,001129.jpg,33.0,41.0
2015,2132,003188.jpg,16.0,22.0
2016,2133,006914.jpg,24.0,32.0
2017,2134,005927.jpg,58.0,66.0
2018,2135,002775.jpg,24.0,32.0
2019,2136,002532.jpg,19.0,27.0
2020,2137,003321.jpg,27.0,35.0
2021,2138,001781.jpg,0.0,3.0
2022,2139,000571.jpg,27.0,35.0
2023,2140,001497.jpg,21.0,29.0
2024,2141,002522.jpg,28.0,36.0
2025,2142,006581.jpg,51.0,59.0
2026,2143,000623.jpg,16.0,22.0
2027,2144,001729.jpg,54.0,62.0
2028,2145,006176.jpg,54.0,62.0
2029,2146,007151.jpg,31.0,39.0
2030,2147,004423.jpg,38.0,46.0
2031,2148,000551.jpg,54.0,64.0
2032,2149,002058.jpg,19.0,27.0
2033,2150,003834.jpg,22.0,30.0
2034,2151,001746.jpg,22.0,30.0
2035,2152,005289.jpg,32.0,40.0
2036,2153,002933.jpg,39.0,47.0
2037,2154,006629.jpg,27.0,35.0
2038,2155,000342.jpg,21.0,29.0
2039,2156,006173.jpg,22.0,30.0
2040,2157,006883.jpg,23.0,31.0
2041,2158,002053.jpg,5.0,9.0
2042,2159,000361.jpg,19.0,25.0
2043,2161,005611.jpg,14.0,22.0
2044,2162,004715.jpg,36.0,44.0
2045,2163,005736.jpg,42.0,50.0
2046,2164,007128.jpg,1.0,7.0
2047,2165,003172.jpg,32.0,40.0
2048,2166,003881.jpg,29.0,37.0
2049,2167,006115.jpg,19.0,25.0
2050,2168,000104.jpg,31.0,39.0
2051,2169,007377.jpg,24.0,32.0
2052,2170,005090.jpg,53.0,61.0
2053,2171,000564.jpg,1.0,5.0
2054,2172,005318.jpg,19.0,23.0
2055,2173,006612.jpg,39.0,47.0
2056,2174,003251.jpg,13.0,21.0
2057,2175,003059.jpg,51.0,59.0
2058,2176,005909.jpg,50.0,58.0
2059,2177,003245.jpg,24.0,32.0
2060,2178,003796.jpg,13.0,21.0
2061,2179,005618.jpg,31.0,39.0
2062,2180,000517.jpg,13.0,21.0
2063,2181,001446.jpg,42.0,50.0
2064,2182,001687.jpg,31.0,39.0
2065,2183,002168.jpg,30.0,38.0
2066,2184,003996.jpg,58.0,66.0
2067,2185,005446.jpg,31.0,39.0
2068,2186,005000.jpg,16.0,22.0
2069,2187,005710.jpg,76.0,84.0
2070,2188,006083.jpg,28.0,36.0
2071,2189,003133.jpg,65.0,73.0
2072,2190,001444.jpg,51.0,59.0
2073,2191,004777.jpg,26.0,34.0
2074,2192,005771.jpg,40.0,48.0
2075,2193,007026.jpg,1.0,5.0
2076,2194,001720.jpg,32.0,40.0
2077,2195,007466.jpg,32.0,40.0
2078,2196,001336.jpg,23.0,31.0
2079,2197,006523.jpg,45.0,53.0
2080,2198,002057.jpg,27.0,35.0
2081,2199,003552.jpg,52.0,60.0
2082,2200,005339.jpg,70.0,78.0
2083,2201,005016.jpg,29.0,37.0
2084,2203,003344.jpg,24.0,32.0
2085,2204,004085.jpg,19.0,27.0
2086,2205,004708.jpg,46.0,54.0
2087,2206,006326.jpg,1.0,7.0
2088,2207,006801.jpg,35.0,43.0
2089,2208,006450.jpg,26.0,34.0
2090,2209,001436.jpg,23.0,31.0
2091,2210,002074.jpg,21.0,29.0
2092,2211,002117.jpg,46.0,54.0
2093,2212,000958.jpg,25.0,33.0
2094,2213,001953.jpg,22.0,30.0
2095,2214,002805.jpg,32.0,40.0
2096,2215,005329.jpg,24.0,32.0
2097,2216,005337.jpg,46.0,54.0
2098,2217,004035.jpg,28.0,36.0
2099,2218,003302.jpg,37.0,45.0
2100,2219,004613.jpg,31.0,39.0
2101,2221,000684.jpg,3.0,9.0
2102,2222,007220.jpg,19.0,23.0
2103,2223,007243.jpg,1.0,5.0
2104,2224,005530.jpg,39.0,47.0
2105,2225,006898.jpg,32.0,40.0
2106,2226,000165.jpg,36.0,44.0
2107,2227,000475.jpg,14.0,22.0
2108,2228,000675.jpg,35.0,43.0
2109,2229,000524.jpg,24.0,32.0
2110,2230,004013.jpg,49.0,57.0
2111,2231,003063.jpg,27.0,35.0
2112,2232,002167.jpg,44.0,52.0
2113,2233,004608.jpg,27.0,35.0
2114,2234,006649.jpg,29.0,37.0
2115,2236,003127.jpg,18.0,22.0
2116,2237,004807.jpg,26.0,34.0
2117,2238,000751.jpg,30.0,38.0
2118,2239,006318.jpg,19.0,25.0
2119,2240,003858.jpg,14.0,22.0
2120,2241,003509.jpg,18.0,22.0
2121,2243,001087.jpg,59.0,67.0
2122,2244,003081.jpg,42.0,50.0
2123,2245,001626.jpg,23.0,31.0
2124,2247,005547.jpg,27.0,35.0
2125,2248,007606.jpg,23.0,31.0
2126,2249,005154.jpg,26.0,34.0
2127,2250,005548.jpg,35.0,43.0
2128,2251,003445.jpg,9.0,17.0
2129,2252,000911.jpg,19.0,27.0
2130,2253,002071.jpg,60.0,68.0
2131,2254,002501.jpg,3.0,7.0
2132,2255,004593.jpg,13.0,19.0
2133,2256,000826.jpg,19.0,27.0
2134,2257,006313.jpg,40.0,48.0
2135,2258,003003.jpg,13.0,21.0
2136,2259,005029.jpg,30.0,38.0
2137,2260,000702.jpg,19.0,23.0
2138,2261,002604.jpg,44.0,52.0
2139,2262,000726.jpg,1.0,7.0
2140,2263,001113.jpg,21.0,29.0
2141,2264,006378.jpg,23.0,31.0
2142,2265,003113.jpg,14.0,22.0
2143,2266,006607.jpg,56.0,64.0
2144,2267,007577.jpg,3.0,7.0
2145,2268,002819.jpg,19.0,23.0
2146,2269,006972.jpg,26.0,34.0
2147,2270,000835.jpg,21.0,29.0
2148,2271,004537.jpg,25.0,33.0
2149,2272,006905.jpg,25.0,33.0
2150,2273,000990.jpg,25.0,33.0
2151,2274,004872.jpg,48.0,56.0
2152,2275,006904.jpg,20.0,28.0
2153,2276,006751.jpg,20.0,28.0
2154,2278,001365.jpg,26.0,34.0
2155,2279,002180.jpg,24.0,32.0
2156,2280,000923.jpg,29.0,37.0
2157,2281,003370.jpg,22.0,30.0
2158,2282,007597.jpg,20.0,28.0
2159,2283,007279.jpg,69.0,77.0
2160,2284,001074.jpg,54.0,62.0
2161,2285,006602.jpg,32.0,40.0
2162,2286,001716.jpg,34.0,42.0
2163,2287,002590.jpg,34.0,42.0
2164,2288,002012.jpg,16.0,22.0
2165,2289,006365.jpg,21.0,29.0
2166,2290,005330.jpg,29.0,37.0
2167,2291,001550.jpg,22.0,30.0
2168,2292,001114.jpg,47.0,55.0
2169,2293,001568.jpg,27.0,35.0
2170,2294,006797.jpg,28.0,36.0
2171,2295,005976.jpg,20.0,28.0
2172,2296,006111.jpg,24.0,32.0
2173,2297,002588.jpg,14.0,22.0
2174,2298,003685.jpg,48.0,56.0
2175,2299,003824.jpg,33.0,41.0
2176,2300,005180.jpg,26.0,34.0
2177,2301,000783.jpg,19.0,25.0
2178,2302,007283.jpg,22.0,30.0
2179,2303,006110.jpg,29.0,37.0
2180,2304,004723.jpg,26.0,34.0
2181,2305,000184.jpg,32.0,40.0
2182,2306,001759.jpg,16.0,22.0
2183,2307,004854.jpg,22.0,30.0
2184,2308,006686.jpg,19.0,23.0
2185,2309,006163.jpg,42.0,50.0
2186,2310,002755.jpg,19.0,27.0
2187,2311,001576.jpg,19.0,27.0
2188,2312,007558.jpg,23.0,31.0
2189,2313,000619.jpg,21.0,29.0
2190,2314,001656.jpg,43.0,51.0
2191,2315,007123.jpg,24.0,32.0
2192,2316,000961.jpg,22.0,30.0
2193,2317,001434.jpg,68.0,76.0
2194,2318,007487.jpg,20.0,28.0
2195,2319,000183.jpg,24.0,32.0
2196,2322,001812.jpg,0.0,3.0
2197,2323,003503.jpg,21.0,29.0
2198,2324,003584.jpg,26.0,34.0
2199,2325,002806.jpg,20.0,28.0
2200,2327,003200.jpg,19.0,25.0
2201,2328,005996.jpg,16.0,22.0
2202,2329,005317.jpg,27.0,35.0
2203,2330,002187.jpg,0.0,4.0
2204,2331,007603.jpg,29.0,37.0
2205,2333,003353.jpg,36.0,44.0
2206,2334,005494.jpg,42.0,50.0
2207,2335,004630.jpg,19.0,27.0
2208,2336,007251.jpg,52.0,60.0
2209,2337,001207.jpg,42.0,50.0
2210,2338,001955.jpg,19.0,27.0
2211,2339,000220.jpg,13.0,19.0
2212,2340,004014.jpg,16.0,22.0
2213,2341,001368.jpg,13.0,19.0
2214,2342,005139.jpg,18.0,22.0
2215,2343,002047.jpg,23.0,31.0
2216,2344,006428.jpg,40.0,48.0
2217,2345,004862.jpg,42.0,50.0
2218,2346,000177.jpg,21.0,29.0
2219,2347,002462.jpg,27.0,35.0
2220,2348,006226.jpg,24.0,32.0
2221,2349,005943.jpg,29.0,37.0
2222,2350,001539.jpg,30.0,38.0
2223,2351,004418.jpg,13.0,21.0
2224,2352,001386.jpg,48.0,56.0
2225,2353,001603.jpg,38.0,46.0
2226,2354,004496.jpg,20.0,28.0
2227,2355,000417.jpg,49.0,57.0
2228,2356,003846.jpg,19.0,27.0
2229,2357,004833.jpg,63.0,71.0
2230,2359,007114.jpg,29.0,37.0
2231,2360,004067.jpg,21.0,29.0
2232,2361,003086.jpg,22.0,30.0
2233,2362,004408.jpg,14.0,22.0
2234,2363,004204.jpg,19.0,25.0
2235,2364,006260.jpg,19.0,27.0
2236,2365,005828.jpg,41.0,49.0
2237,2366,004907.jpg,25.0,33.0
2238,2367,007330.jpg,34.0,42.0
2239,2368,005580.jpg,33.0,41.0
2240,2369,002176.jpg,32.0,40.0
2241,2370,001042.jpg,21.0,29.0
2242,2371,006359.jpg,16.0,22.0
2243,2372,000471.jpg,0.0,3.0
2244,2373,000167.jpg,69.0,77.0
2245,2374,004555.jpg,31.0,39.0
2246,2375,001917.jpg,45.0,53.0
2247,2377,006524.jpg,14.0,22.0
2248,2378,001036.jpg,19.0,25.0
2249,2379,003041.jpg,53.0,61.0
2250,2380,005803.jpg,20.0,28.0
2251,2381,000594.jpg,20.0,28.0
2252,2382,001925.jpg,40.0,48.0
2253,2383,004993.jpg,42.0,50.0
2254,2384,000383.jpg,22.0,30.0
2255,2385,006327.jpg,23.0,31.0
2256,2386,004382.jpg,44.0,52.0
2257,2387,003012.jpg,28.0,36.0
2258,2388,001120.jpg,47.0,55.0
2259,2389,001825.jpg,75.0,83.0
2260,2390,003214.jpg,36.0,44.0
2261,2392,001815.jpg,23.0,31.0
2262,2393,004465.jpg,14.0,22.0
2263,2394,002361.jpg,44.0,52.0
2264,2395,004522.jpg,23.0,31.0
2265,2396,002593.jpg,3.0,7.0
2266,2397,006410.jpg,43.0,51.0
2267,2398,007503.jpg,28.0,36.0
2268,2399,002095.jpg,35.0,43.0
2269,2400,004527.jpg,13.0,19.0
2270,2401,006405.jpg,19.0,23.0
2271,2402,001140.jpg,21.0,29.0
2272,2403,002011.jpg,19.0,27.0
2273,2404,002752.jpg,19.0,27.0
2274,2405,002606.jpg,11.0,17.0
2275,2406,006966.jpg,32.0,40.0
2276,2408,000544.jpg,8.0,16.0
2277,2409,002276.jpg,38.0,46.0
2278,2410,000068.jpg,1.0,5.0
2279,2411,000011.jpg,40.0,48.0
2280,2412,007561.jpg,19.0,25.0
2281,2413,005678.jpg,30.0,38.0
2282,2414,006404.jpg,21.0,29.0
2283,2415,007270.jpg,22.0,30.0
2284,2416,003888.jpg,25.0,33.0
2285,2417,004200.jpg,29.0,37.0
2286,2418,006273.jpg,74.0,82.0
2287,2419,000678.jpg,45.0,53.0
2288,2420,003290.jpg,29.0,37.0
2289,2421,004070.jpg,16.0,22.0
2290,2422,005395.jpg,13.0,21.0
2291,2423,003770.jpg,24.0,32.0
2292,2424,000315.jpg,13.0,21.0
2293,2425,002636.jpg,27.0,35.0
2294,2426,002600.jpg,32.0,40.0
2295,2427,001364.jpg,59.0,67.0
2296,2428,002743.jpg,19.0,27.0
2297,2429,001750.jpg,1.0,7.0
2298,2430,006048.jpg,33.0,41.0
2299,2431,005242.jpg,37.0,45.0
2300,2432,005085.jpg,25.0,33.0
2301,2433,006468.jpg,22.0,30.0
2302,2434,001142.jpg,32.0,40.0
2303,2435,003620.jpg,25.0,33.0
2304,2436,005105.jpg,13.0,19.0
2305,2437,001810.jpg,36.0,44.0
2306,2438,004762.jpg,16.0,22.0
2307,2439,002392.jpg,14.0,22.0
2308,2440,003718.jpg,19.0,25.0
2309,2441,004674.jpg,21.0,29.0
2310,2442,006364.jpg,45.0,53.0
2311,2443,004526.jpg,6.0,12.0
2312,2444,003563.jpg,30.0,38.0
2313,2445,001102.jpg,7.0,15.0
2314,2446,004616.jpg,43.0,51.0
2315,2447,002559.jpg,19.0,27.0
2316,2448,004654.jpg,39.0,47.0
2317,2449,006141.jpg,40.0,48.0
2318,2450,003468.jpg,20.0,28.0
2319,2451,006321.jpg,19.0,25.0
2320,2452,005201.jpg,58.0,66.0
2321,2453,007145.jpg,20.0,28.0
2322,2454,004675.jpg,51.0,59.0
2323,2455,003275.jpg,21.0,29.0
2324,2456,000599.jpg,3.0,7.0
2325,2457,003690.jpg,59.0,67.0
2326,2458,003831.jpg,22.0,30.0
2327,2459,003364.jpg,19.0,27.0
2328,2460,007409.jpg,22.0,30.0
2329,2461,003356.jpg,16.0,22.0
2330,2462,000513.jpg,21.0,29.0
2331,2463,004639.jpg,22.0,30.0
2332,2464,000729.jpg,0.0,3.0
2333,2465,002674.jpg,26.0,34.0
2334,2466,004644.jpg,18.0,22.0
2335,2467,006782.jpg,21.0,29.0
2336,2469,001648.jpg,23.0,31.0
2337,2470,002981.jpg,24.0,32.0
2338,2471,003594.jpg,22.0,30.0
2339,2472,005468.jpg,33.0,41.0
2340,2473,004507.jpg,59.0,67.0
2341,2474,000343.jpg,16.0,22.0
2342,2475,005592.jpg,23.0,31.0
2343,2476,004025.jpg,29.0,37.0
2344,2477,003513.jpg,30.0,38.0
2345,2479,003026.jpg,19.0,25.0
2346,2480,005159.jpg,19.0,25.0
2347,2481,000700.jpg,21.0,29.0
2348,2482,002316.jpg,43.0,51.0
2349,2483,002380.jpg,50.0,58.0
2350,2484,000297.jpg,11.0,17.0
2351,2485,000075.jpg,29.0,37.0
2352,2486,005014.jpg,18.0,22.0
2353,2487,004692.jpg,39.0,47.0
2354,2488,000687.jpg,12.0,18.0
2355,2489,003278.jpg,49.0,57.0
2356,2490,000954.jpg,19.0,27.0
2357,2491,001755.jpg,36.0,44.0
2358,2492,006363.jpg,27.0,35.0
2359,2494,003869.jpg,38.0,46.0
2360,2495,002632.jpg,48.0,56.0
2361,2496,007318.jpg,28.0,36.0
2362,2497,005032.jpg,1.0,7.0
2363,2498,006807.jpg,19.0,23.0
2364,2499,007153.jpg,22.0,30.0
2365,2500,007266.jpg,33.0,41.0
2366,2501,005261.jpg,25.0,33.0
2367,2502,006334.jpg,42.0,50.0
2368,2503,004467.jpg,39.0,47.0
2369,2504,000174.jpg,53.0,61.0
2370,2505,001306.jpg,36.0,44.0
2371,2506,003262.jpg,23.0,31.0
2372,2507,004026.jpg,54.0,64.0
2373,2508,004523.jpg,16.0,22.0
2374,2509,001931.jpg,43.0,51.0
2375,2510,001713.jpg,23.0,31.0
2376,2511,002040.jpg,22.0,30.0
2377,2512,003648.jpg,44.0,52.0
2378,2513,005487.jpg,21.0,29.0
2379,2514,005208.jpg,24.0,32.0
2380,2515,003941.jpg,13.0,21.0
2381,2516,003131.jpg,23.0,31.0
2382,2518,004240.jpg,29.0,37.0
2383,2519,000077.jpg,16.0,22.0
2384,2520,007020.jpg,22.0,30.0
2385,2521,000818.jpg,25.0,33.0
2386,2522,007345.jpg,0.0,4.0
2387,2523,004757.jpg,39.0,47.0
2388,2524,006873.jpg,50.0,58.0
2389,2525,003065.jpg,33.0,41.0
2390,2526,004947.jpg,20.0,28.0
2391,2528,004876.jpg,24.0,32.0
2392,2529,003158.jpg,35.0,43.0
2393,2530,001121.jpg,29.0,37.0
2394,2532,004352.jpg,18.0,22.0
2395,2533,000994.jpg,39.0,47.0
2396,2534,006957.jpg,41.0,49.0
2397,2535,002385.jpg,36.0,44.0
2398,2536,002833.jpg,52.0,60.0
2399,2537,005003.jpg,23.0,31.0
2400,2538,002323.jpg,25.0,33.0
2401,2540,003656.jpg,24.0,32.0
2402,2541,002025.jpg,20.0,28.0
2403,2542,001462.jpg,37.0,45.0
2404,2543,004099.jpg,28.0,36.0
2405,2544,006725.jpg,75.0,83.0
2406,2545,002390.jpg,34.0,42.0
2407,2546,000150.jpg,33.0,41.0
2408,2547,006633.jpg,29.0,37.0
2409,2548,001575.jpg,31.0,39.0
2410,2549,003567.jpg,54.0,64.0
2411,2550,001767.jpg,22.0,30.0
2412,2552,000565.jpg,11.0,17.0
2413,2553,004863.jpg,40.0,48.0
2414,2554,007575.jpg,39.0,47.0
2415,2555,007077.jpg,21.0,29.0
2416,2556,002065.jpg,19.0,25.0
2417,2557,007474.jpg,6.0,14.0
2418,2558,006200.jpg,53.0,61.0
2419,2559,003696.jpg,40.0,48.0
2420,2561,004130.jpg,51.0,59.0
2421,2562,004710.jpg,22.0,30.0
2422,2563,001735.jpg,25.0,33.0
2423,2564,001961.jpg,56.0,64.0
2424,2565,002337.jpg,41.0,49.0
2425,2566,000054.jpg,57.0,65.0
2426,2567,000557.jpg,49.0,57.0
2427,2568,001291.jpg,21.0,29.0
2428,2569,001492.jpg,19.0,25.0
2429,2570,004072.jpg,30.0,38.0
2430,2571,003710.jpg,51.0,59.0
2431,2572,005394.jpg,13.0,21.0
2432,2573,006563.jpg,28.0,36.0
2433,2574,007444.jpg,33.0,41.0
2434,2576,007473.jpg,24.0,32.0
2435,2577,003506.jpg,33.0,41.0
2436,2578,005688.jpg,3.0,9.0
2437,2579,003578.jpg,31.0,39.0
2438,2581,000663.jpg,27.0,35.0
2439,2582,003129.jpg,41.0,49.0
2440,2583,006118.jpg,59.0,67.0
2441,2584,007144.jpg,23.0,31.0
2442,2585,001921.jpg,18.0,22.0
2443,2586,000794.jpg,24.0,32.0
2444,2587,001197.jpg,20.0,28.0
2445,2588,007569.jpg,22.0,30.0
2446,2589,004027.jpg,33.0,41.0
2447,2590,004814.jpg,36.0,44.0
2448,2591,001279.jpg,23.0,31.0
2449,2592,001883.jpg,13.0,21.0
2450,2593,005511.jpg,19.0,27.0
2451,2594,007138.jpg,1.0,7.0
2452,2595,001596.jpg,6.0,14.0
2453,2596,001824.jpg,56.0,64.0
2454,2598,000133.jpg,19.0,27.0
2455,2599,002876.jpg,22.0,30.0
2456,2600,000420.jpg,19.0,27.0
2457,2601,005246.jpg,26.0,34.0
2458,2602,000648.jpg,24.0,32.0
2459,2603,006108.jpg,40.0,48.0
2460,2604,001504.jpg,19.0,23.0
2461,2606,004914.jpg,27.0,35.0
2462,2607,001054.jpg,14.0,22.0
2463,2608,002835.jpg,21.0,29.0
2464,2609,003491.jpg,29.0,37.0
2465,2610,006159.jpg,8.0,16.0
2466,2611,006909.jpg,36.0,44.0
2467,2612,003120.jpg,44.0,52.0
2468,2613,001096.jpg,32.0,40.0
2469,2614,003882.jpg,21.0,29.0
2470,2615,005023.jpg,19.0,27.0
2471,2616,003124.jpg,16.0,22.0
2472,2617,004168.jpg,22.0,30.0
2473,2618,000305.jpg,24.0,32.0
2474,2619,000591.jpg,13.0,21.0
2475,2620,001819.jpg,23.0,31.0
2476,2621,002165.jpg,13.0,21.0
2477,2622,000580.jpg,5.0,11.0
2478,2623,004048.jpg,19.0,25.0
2479,2624,002358.jpg,47.0,55.0
2480,2625,000811.jpg,20.0,28.0
2481,2626,005264.jpg,39.0,47.0
2482,2628,002059.jpg,29.0,37.0
2483,2629,002350.jpg,3.0,9.0
2484,2630,004594.jpg,0.0,4.0
2485,2631,000211.jpg,18.0,22.0
2486,2632,002062.jpg,1.0,5.0
2487,2633,002089.jpg,51.0,59.0
2488,2634,005306.jpg,41.0,49.0
2489,2635,001764.jpg,38.0,46.0
2490,2636,006056.jpg,31.0,39.0
2491,2637,000285.jpg,51.0,59.0
2492,2638,005314.jpg,12.0,18.0
2493,2639,007300.jpg,25.0,33.0
2494,2640,000498.jpg,38.0,46.0
2495,2641,002353.jpg,75.0,83.0
2496,2642,000369.jpg,23.0,31.0
2497,2643,002034.jpg,27.0,35.0
2498,2644,005344.jpg,54.0,64.0
2499,2645,002289.jpg,63.0,71.0
2500,2646,001472.jpg,20.0,28.0
2501,2647,003187.jpg,43.0,51.0
2502,2648,000110.jpg,13.0,19.0
2503,2649,003845.jpg,19.0,25.0
